"Diameter (um)", "AB Phase (deg)", "AC Phase (deg)", "Intensity (mV)"
Fillin, 136.054688, 3.164063, 2.232143
266.172363, 105.556641, 48.164063, 19.810268
280.806091, 110.126953, 71.367188, 29.854910
Fillin, 167.783203, 72.246094, 31.808035
Fillin, 162.070313, 96.328125, 44.642857
308.888397, 141.943359, 92.812500, 51.618305
336.994385, 159.433594, 128.671875, 69.196426
313.320984, 135.263672, 107.929688, 74.497765
341.190369, 145.019531, 151.083984, 90.401787
338.403229, 155.566406, 135.263672, 118.582588
309.030396, 139.921875, 95.097656, 122.488838
308.308258, 131.484375, 102.128906, 167.689728
Fillin, 145.546875, 28.037109, 10.881697
357.594421, 159.785156, 167.431641, 29.575893
324.373627, 126.386719, 137.812500, 36.830357
330.050140, 134.560547, 140.361328, 51.618305
320.557068, 135.087891, 121.816406, 73.102676
Fillin, -176.396484, 168.134766, 106.305801
306.494720, 150.908203, 79.189453, 1.674107
285.003845, 117.509766, 71.982422, 8.370536
Fillin, 93.164063, 30.234375, 4.743304
279.497894, 125.068359, 53.876953, 28.180803
247.357391, 105.468750, 12.568359, 43.805805
Fillin, 63.017578, 27.861328, 90.959824
312.486176, 145.722656, 95.888672, 29.296875
303.466125, 142.910156, 81.562500, 56.919643
272.656036, 104.062500, 61.962891, 51.339287
320.552490, 144.316406, 112.587891, 83.147324
348.293823, 159.521484, 150.029297, 99.330360
Fillin, 110.302734, 104.853516, 130.580353
Fillin, 104.941406, 100.195313, 157.645096
314.572540, 157.851563, 87.626953, 5.301339
272.465118, 116.542969, 49.130859, 23.716518
261.143372, 100.898438, 43.154297, 22.321428
333.958710, 139.833984, 142.470703, 26.506697
Fillin, 102.304688, 112.500000, 46.875000
193.245987, 86.308594, -70.927734, 61.104912
255.144943, 99.228516, 33.574219, 53.850445
Fillin, -178.769531, 131.660156, 0.000000
Fillin, 101.337891, 116.103516, 28.738840
336.891083, 135.527344, 152.402344, 27.343750
306.825348, 129.638672, 101.250000, 56.361607
330.793396, 143.964844, 132.363281, 43.526787
317.673615, 132.187500, 119.267578, 92.912949
331.804779, 143.437500, 134.824219, 139.508926
338.470032, 140.888672, 150.029297, 122.767860
Fillin, 94.218750, 50.361328, 10.323661
285.097565, 128.056641, 61.611328, 39.899555
331.309021, 161.191406, 116.103516, 29.575893
Fillin, -168.046875, 104.150391, 28.738840
342.574921, 163.388672, 135.351563, 34.040180
320.023651, 132.099609, 123.837891, 36.272320
346.260834, 161.279297, 144.404297, 50.781250
359.496735, 171.035156, 159.785156, 59.151787
347.547516, 153.105469, 155.039063, 73.102676
362.213379, 173.144531, 162.861328, 139.787949
Fillin, 90.351563, 113.730469, 11.718750
316.994232, 159.345703, 90.878906, 14.787947
320.933746, 125.947266, 131.660156, 17.299107
Fillin, 113.818359, 121.992188, 34.877232
327.348297, 139.394531, 130.341797, 33.482143
319.851868, 153.896484, 101.689453, 23.716518
345.607574, 158.291016, 146.162109, 35.156250
329.810486, 140.009766, 134.472656, 62.779018
346.289948, 156.445313, 149.326172, 64.453125
340.756165, 139.833984, 155.390625, 119.140625
Fillin, -158.378906, -139.042969, 145.368301
373.715973, 153.896484, -156.269531, 160.156250
315.690186, 132.714844, 114.960938, 32.366070
314.429596, 142.998047, 102.304688, 40.178570
Fillin, 117.333984, 152.490234, 52.455357
356.729858, 150.732422, 174.814453, 52.455357
335.548920, 161.718750, 123.662109, 73.102676
331.013458, 151.347656, 125.419922, 194.196426
298.232880, 130.166016, 84.287109, 29.296875
276.234497, 106.699219, 66.093750, 35.714287
289.228790, 133.945313, 63.544922, 46.316963
Fillin, 21.181641, -13.183594, 8.649553
266.589813, 125.595703, 29.003906, 28.738840
315.961151, 133.857422, 114.345703, 38.504463
311.923615, 146.953125, 93.603516, 60.825893
321.015472, 145.722656, 112.060547, 66.964287
337.253326, 155.566406, 133.066406, 88.448662
317.644257, 151.523438, 99.843750, 162.667404
326.632996, 148.007813, 120.498047, 34.040180
302.151550, 134.824219, 87.187500, 44.363838
330.607697, 149.501953, 126.474609, 50.781250
310.672607, 134.296875, 103.886719, 66.964287
330.726379, 156.093750, 120.146484, 101.004463
307.486664, 142.470703, 89.648438, 109.654015
341.859955, 148.359375, 148.974609, 148.158478
Fillin, 106.347656, 95.625000, 278.180817
297.090546, 133.681641, 78.662109, 4.185268
Fillin, 142.207031, 19.775391, 16.741072
287.552277, 129.199219, 65.039063, 31.808035
284.656799, 135.000000, 53.789063, 35.156250
Fillin, 95.449219, 61.083984, 28.459822
314.912170, 130.166016, 116.015625, 72.265625
343.521759, 159.609375, 140.888672, 92.633926
332.814850, 148.095703, 132.099609, 97.935265
567.524475, -129.990234, 135.439453, 99.888390
Fillin, 103.974609, 114.169922, 215.959824
257.945892, 133.066406, 4.921875, 80.636162
286.021301, 114.697266, 76.728516, 40.457588
Fillin, 110.214844, 111.357422, 45.758930
352.906921, 165.585938, 152.753906, 39.341518
Fillin, -166.640625, 144.667969, 54.408482
374.220612, 173.847656, -175.166016, 63.058037
308.444763, 134.560547, 99.404297, 88.727676
Fillin, -161.894531, -173.408203, 132.254471
250.254593, 103.886719, 19.599609, 0.000000
248.944824, 97.646484, 23.378906, 9.207589
297.399506, 132.099609, 80.859375, 28.180803
325.740173, 145.898438, 120.849609, 43.805805
339.764099, 162.246094, 131.132813, 53.571430
343.440002, 158.115234, 142.207031, 74.218750
357.415894, 172.529297, 154.335938, 96.261162
311.065125, 135.791016, 103.095703, 36.272320
297.360535, 134.384766, 78.574219, 37.388393
316.852722, 158.027344, 91.845703, 63.337055
309.509186, 132.626953, 103.359375, 81.473213
300.900757, 126.562500, 93.076172, 108.258926
306.671844, 131.660156, 98.876953, 111.607140
329.217285, 159.609375, 113.730469, 113.560265
338.924927, 150.732422, 141.064453, 136.439728
275.361572, 121.113281, 50.097656, 6.138393
251.061310, 104.765625, 20.302734, 14.787947
303.908813, 139.570313, 85.781250, 33.761162
294.686066, 122.080078, 85.781250, 41.573662
314.304779, 145.019531, 100.019531, 47.154018
313.083984, 143.525391, 99.228516, 65.569199
304.468781, 142.734375, 83.671875, 74.497765
313.721100, 140.712891, 103.271484, 115.234375
Fillin, -176.396484, 154.599609, 133.370529
Fillin, 125.068359, 157.851563, 193.359375
306.774017, 125.332031, 105.468750, 246.930801
279.217529, 125.419922, 53.085938, 37.109375
320.813873, 144.228516, 113.203125, 42.410713
298.323944, 130.341797, 84.375000, 34.877232
323.871735, 148.535156, 114.697266, 61.104912
329.727661, 137.285156, 137.021484, 92.912949
Fillin, 100.458984, 154.511719, 90.401787
626.767151, -97.646484, -144.667969, 132.812500
311.597626, 137.373047, 102.568359, 38.504463
287.025330, 130.957031, 62.314453, 46.595982
340.883362, 155.478516, 140.009766, 3.906250
278.018494, 122.958984, 53.261719, 2.511161
294.165741, 143.964844, 62.841797, 20.926340
Fillin, 166.728516, 97.910156, 11.997767
302.862762, 126.035156, 97.470703, 27.064732
303.124481, 125.947266, 97.910156, 32.366070
320.550110, 142.470703, 114.433594, 49.386162
332.899414, 153.281250, 127.089844, 68.638390
329.583038, 143.173828, 130.869141, 90.401787
273.450989, 133.330078, 34.277344, 14.508928
Fillin, 148.271484, 42.714844, 20.089285
294.835327, 112.060547, 95.976563, 28.459822
327.577423, 158.027344, 112.236328, 36.272320
308.656586, 141.503906, 92.812500, 44.921875
287.012299, 120.146484, 73.125000, 54.687500
298.639648, 117.158203, 98.173828, 70.591515
Fillin, -166.376953, -168.574219, 128.069199
258.032501, 101.777344, 36.562500, 0.000000
258.674255, 122.695313, 16.787109, 6.417411
265.741791, 125.068359, 27.861328, 22.042410
264.964417, 121.728516, 29.707031, 27.343750
Fillin, 93.867188, 42.451172, 42.131695
279.886627, 108.281250, 71.542969, 29.296875
295.499176, 145.546875, 63.808594, 30.970982
321.113342, 137.373047, 120.585938, 39.620537
309.172821, 135.351563, 99.931641, 54.687500
342.056549, 144.843750, 152.841797, 58.593750
299.243988, 129.199219, 87.275391, 57.756695
361.204193, 176.660156, 157.412109, 75.613838
340.633911, 148.886719, 146.162109, 116.629463
315.710388, 126.562500, 121.201172, 143.136154
Fillin, 108.808594, 121.992188, 25.948660
304.343506, 132.451172, 93.779297, 44.084820
288.282013, 113.994141, 81.650391, 42.131695
310.740021, 135.791016, 102.480469, 6.696429
293.974579, 135.175781, 71.279297, 12.555803
277.650177, 129.462891, 45.966797, 23.158482
312.913696, 134.472656, 107.929688, 34.040180
293.744446, 120.146484, 85.957031, 39.062500
300.155762, 117.333984, 100.898438, 50.502232
316.024200, 133.154297, 115.136719, 49.665180
311.932983, 137.373047, 103.183594, 61.383930
329.903351, 145.371094, 129.287109, 80.915176
323.829346, 134.472656, 128.671875, 98.214287
309.928650, 120.585938, 116.191406, 121.651787
379.118286, -176.044922, -176.044922, 129.185272
368.519562, 155.126953, -167.255859, 196.149551
239.673141, 91.845703, 11.601563, 238.002228
301.003784, 141.591797, 78.310547, 0.000000
290.215851, 135.263672, 64.072266, 11.997767
292.662659, 142.470703, 61.523438, 17.020090
Fillin, 153.193359, 65.214844, 61.104912
269.242004, 118.652344, 40.869141, 92.912949
281.800476, 126.650391, 56.777344, 111.607140
Fillin, 87.451172, 24.873047, 221.540176
5.163789, 0.791016, 17.578125, 191.685272
292.523041, 134.121094, 69.609375, 21.484375
284.599792, 138.955078, 49.746094, 68.359375
Fillin, 91.054688, 43.242188, 93.470985
286.020630, 128.583984, 62.841797, 12.555803
Fillin, 106.435547, 91.142578, 27.901785
Fillin, 171.914063, 111.533203, 35.156250
332.395172, 157.500000, 121.904297, 45.200893
314.016846, 131.220703, 113.291016, 54.129463
325.078613, 142.998047, 122.519531, 66.127235
299.609283, 128.496094, 88.681641, 74.497765
Fillin, -171.738281, 150.820313, 84.263390
355.995636, 167.343750, 156.884766, 86.774551
Fillin, -161.367188, 175.166016, 112.165176
343.638947, 162.158203, 138.603516, 122.488838
Fillin, 177.187500, 58.007813, 17.857143
294.968109, 130.166016, 78.222656, 40.178570
350.629272, 167.695313, 146.337891, 36.551338
328.475311, 155.830078, 116.103516, 47.154018
333.038818, 153.808594, 126.826172, 66.685265
333.125153, 152.402344, 128.408203, 81.752235
Fillin, 161.718750, 75.673828, 73.102676
328.659271, 151.523438, 120.761719, 43.247768
304.749084, 131.572266, 95.361328, 70.870537
304.179413, 138.164063, 87.626953, 70.312500
277.204163, 122.080078, 52.558594, 91.517860
Fillin, 84.814453, 99.492188, 162.946426
269.674469, 116.367188, 44.033203, 23.716518
296.863464, 132.978516, 79.013672, 28.459822
303.069885, 129.287109, 94.482422, 44.084820
295.852936, 129.550781, 80.507813, 56.640625
325.309784, 148.447266, 117.509766, 94.866074
327.990601, 146.865234, 124.189453, 97.098213
Fillin, -179.824219, 157.763672, 123.046875
273.399017, 140.009766, 27.509766, 2.790179
306.560272, 140.097656, 90.263672, 43.526787
295.005798, 118.037109, 90.351563, 35.156250
268.033783, 124.365234, 32.871094, 10.323661
Fillin, 165.322266, 101.865234, 23.995535
319.929535, 158.994141, 96.679688, 33.761162
300.680481, 134.033203, 85.166016, 78.125000
296.123322, 143.261719, 67.236328, 48.828125
Fillin, -172.968750, 109.687500, 0.000000
279.483154, 114.960938, 63.896484, 40.178570
327.508301, 157.500000, 112.587891, 32.645088
333.512878, 150.380859, 131.132813, 33.203125
330.038147, 150.117188, 124.804688, 42.410713
290.671204, 116.191406, 84.023438, 53.013393
318.057526, 137.285156, 114.785156, 121.372765
Fillin, 92.021484, 70.312500, 26.227678
301.033600, 126.562500, 93.339844, 31.529018
321.562408, 159.785156, 98.964844, 36.830357
348.826996, 161.806641, 148.798828, 45.758930
337.157196, 163.476563, 124.980469, 50.781250
330.707062, 143.789063, 132.363281, 75.334824
321.259399, 147.041016, 111.269531, 73.939735
312.633636, 143.964844, 97.910156, 66.127235
285.553314, 125.244141, 65.302734, 3.348214
283.934082, 111.621094, 75.937500, 40.178570
311.345001, 143.261719, 96.152344, 36.551338
306.004486, 139.746094, 89.560547, 52.734375
301.684021, 132.011719, 89.121094, 49.386162
331.917450, 165.322266, 113.115234, 53.571430
324.393646, 150.380859, 113.818359, 75.334824
312.249146, 142.470703, 98.701172, 72.544640
335.963837, 158.906250, 127.265625, 95.703125
345.377747, 165.849609, 138.164063, 141.183029
Fillin, -154.248047, -150.380859, 146.484375
Fillin, -123.046875, -138.691406, 154.017853
360.704193, 147.832031, -174.814453, 47.712055
368.116272, 169.013672, 178.154297, 47.154018
279.337189, 132.978516, 45.703125, 17.578125
300.606934, 137.548828, 81.562500, 35.156250
297.797241, 128.320313, 85.429688, 44.084820
326.323547, 153.193359, 114.697266, 55.524555
293.587280, 114.609375, 91.142578, 65.848213
304.194794, 135.000000, 90.878906, 74.497765
280.669281, 114.873047, 66.357422, 79.520088
307.226959, 140.097656, 91.582031, 62.220982
279.109589, 124.101563, 54.052734, 0.000000
327.085480, 152.753906, 116.630859, 30.412947
290.772522, 132.099609, 68.291016, 34.040180
290.763397, 128.144531, 72.246094, 37.388393
298.776428, 125.595703, 90.000000, 37.946430
298.499390, 128.935547, 86.132813, 34.877232
302.995758, 130.341797, 93.251953, 50.502232
293.780396, 118.476563, 87.626953, 53.292412
325.134094, 129.902344, 135.703125, 91.796875
288.036652, 141.416016, 53.876953, 32.366070
Fillin, 163.212891, 102.744141, 38.504463
308.916412, 151.787109, 83.056641, 46.316963
314.148407, 145.107422, 99.667969, 46.316963
314.842102, 146.513672, 99.580078, 57.756695
310.951172, 136.494141, 102.216797, 84.821426
299.981567, 115.224609, 102.656250, 82.868301
323.093933, 145.195313, 116.542969, 113.560265
312.848663, 148.710938, 93.603516, 24.832590
324.835052, 155.039063, 110.039063, 52.455357
314.793884, 151.699219, 94.218750, 27.064732
323.875092, 162.246094, 100.898438, 35.714287
334.035461, 148.271484, 134.208984, 76.450890
288.804291, 127.001953, 69.697266, 78.962051
279.834259, 120.410156, 59.238281, 41.852680
281.412994, 122.958984, 59.677734, 67.243301
281.440582, 114.257813, 68.466797, 85.100449
279.369995, 127.880859, 50.888672, 129.464279
270.285553, 103.535156, 58.007813, 140.066971
277.921844, 127.880859, 48.251953, 34.598213
276.310150, 124.892578, 48.076172, 32.087055
300.086365, 123.486328, 94.658203, 33.203125
286.243591, 132.626953, 59.150391, 32.645088
318.189850, 158.378906, 94.042969, 39.341518
324.342102, 147.480469, 116.630859, 38.504463
318.365540, 149.941406, 102.832031, 67.243301
322.400238, 153.193359, 107.226563, 72.823662
335.329987, 167.080078, 117.861328, 89.285713
317.901703, 143.173828, 108.720703, 113.839287
335.562653, 155.566406, 129.814453, 136.439728
Fillin, -179.472656, 165.058594, 159.040176
Fillin, 153.105469, 35.859375, 2.232143
287.014679, 141.328125, 51.943359, 28.738840
294.402130, 120.146484, 87.099609, 38.783482
314.687012, 150.732422, 95.097656, 47.154018
292.116211, 116.718750, 86.220703, 46.037945
318.607605, 138.691406, 114.521484, 56.919643
312.188446, 140.361328, 100.722656, 61.104912
339.207001, 161.894531, 130.429688, 77.845985
309.248260, 127.089844, 108.369141, 215.680801
Fillin, 100.458984, 95.976563, 294.921875
56.694794, 39.638672, 76.552734, 281.529022
Fillin, -61.435547, -135.175781, 0.000000
269.726959, 113.906250, 46.494141, 20.368303
266.961060, 112.939453, 42.275391, 26.227678
286.821564, 134.208984, 58.710938, 31.529018
310.139130, 147.128906, 90.087891, 32.366070
307.937408, 138.251953, 94.746094, 43.526787
312.243042, 137.197266, 103.974609, 44.363838
309.440063, 138.515625, 97.294922, 44.921875
304.794952, 133.417969, 93.603516, 60.546875
Fillin, 172.177734, 126.386719, 73.381699
311.753357, 135.087891, 105.117188, 89.006699
362.553314, 169.541016, 167.080078, 113.560265
333.699890, 152.226563, 129.638672, 142.020096
276.414276, 121.640625, 51.591797, 11.439733
284.060120, 115.664063, 71.982422, 48.549107
300.308411, 127.968750, 90.527344, 33.761162
347.769958, 147.216797, 161.367188, 33.203125
330.673340, 138.779297, 137.373047, 36.272320
325.489166, 131.660156, 134.648438, 37.109375
308.788116, 126.123047, 108.457031, 79.799110
Fillin, 157.236328, 82.177734, 0.837054
302.792389, 135.351563, 87.890625, 34.319195
301.404388, 139.394531, 81.210938, 43.805805
301.805115, 134.736328, 86.660156, 49.944195
301.368439, 132.363281, 88.242188, 63.058037
334.876373, 133.945313, 150.117188, 108.816963
327.481079, 135.439453, 134.648438, 137.834824
Fillin, 116.015625, 131.484375, 127.511162
367.888092, 165.585938, -178.945313, 196.428574
275.334198, 107.929688, 63.193359, 43.247768
277.179169, 122.519531, 52.031250, 31.529018
265.349976, 105.205078, 46.933594, 26.227678
308.104370, 120.937500, 112.412109, 40.457588
317.988892, 133.945313, 118.125000, 54.966518
324.349091, 156.708984, 107.402344, 61.662945
323.089111, 155.302734, 106.435547, 97.935265
315.284210, 127.001953, 119.882813, 101.562500
338.417114, 164.794922, 126.123047, 107.421875
256.462372, 96.240234, 38.935547, 1.395089
256.423615, 101.953125, 33.222656, 0.558036
