"Diameter (um)", "AB Phase (deg)", "AC Phase (deg)", "Intensity (mV)"
274.470428, 118.037109, 51.503906, 14.229911
371.349976, 172.265625, -179.033203, 23.716518
354.733368, 157.148438, 164.619141, 52.734375
351.706787, 152.490234, 163.564453, 68.917412
371.293488, 166.289063, -173.232422, 85.658485
Fillin, 174.550781, 139.218750, 24.832590
385.405273, 170.332031, -150.468750, 41.294643
Fillin, -145.634766, -129.990234, 37.946430
Fillin, -177.099609, 173.671875, 61.941963
370.540497, 173.583984, 178.154297, 70.870537
320.372620, 153.984375, 102.656250, 25.390625
341.718170, 156.445313, 140.625000, 37.388393
336.344849, 152.929688, 133.945313, 74.776787
Fillin, 119.179688, 138.339844, 78.683037
347.743011, 142.822266, 165.673828, 81.194199
385.241638, -175.078125, -165.410156, 127.511162
280.702850, 115.927734, 65.302734, 18.415178
377.976715, 159.082031, -153.281250, 16.741072
350.183502, 145.458984, 167.695313, 26.227678
345.212921, 147.128906, 156.533203, 29.017857
344.316711, 156.708984, 145.371094, 42.968750
290.497040, 124.277344, 75.585938, 15.904017
358.611084, 156.533203, 172.529297, 18.136160
Fillin, -148.359375, -122.783203, 33.761162
363.146057, 160.927734, 176.835938, 48.549107
336.350220, 146.689453, 140.273438, 15.625000
354.728729, 166.992188, 154.863281, 21.763393
Fillin, -145.546875, -95.449219, 27.622768
403.853912, -172.617188, -132.539063, 51.060268
360.653503, 139.394531, -166.464844, 84.821426
334.451721, 132.187500, 150.996094, 7.533482
Fillin, -163.388672, -144.404297, 31.529018
378.335083, 171.210938, -164.707031, 39.620537
391.292053, 178.857422, -147.832031, 53.850445
395.613739, 167.695313, -128.408203, 52.455357
402.931915, -177.099609, -129.814453, 54.966518
345.518890, 159.697266, 144.580078, 21.763393
389.948669, -171.123047, -160.400391, 43.526787
279.525726, 134.560547, 44.472656, 12.276786
344.434265, 162.861328, 139.306641, 27.343750
384.402710, 173.320313, -155.214844, 31.529018
355.885101, 171.650391, 152.226563, 48.270088
351.995392, 157.236328, 159.345703, 66.685265
Fillin, 117.246094, 124.628906, 111.607140
297.506775, 146.074219, 67.060547, 8.091517
316.238403, 138.691406, 110.039063, 24.553572
394.510162, 160.048828, -122.871094, 152.901779
260.383698, 100.283203, 42.451172, 0.558036
289.314972, 128.935547, 68.642578, 26.227678
335.435394, 145.986328, 139.218750, 39.899555
362.972778, 160.927734, 176.484375, 47.433037
345.454254, 151.083984, 153.105469, 63.337055
349.776215, 162.421875, 149.941406, 65.569199
334.016724, 131.132813, 151.347656, 91.796875
340.958374, 146.953125, 148.710938, 99.888390
344.547058, 146.865234, 155.566406, 114.397324
365.900391, 176.132813, 166.816406, 136.718750
357.104889, 148.623047, 177.714844, 18.136160
Fillin, -164.267578, -170.156250, 17.857143
Fillin, -171.738281, 139.658203, 12.555803
Fillin, -154.248047, -106.699219, 47.154018
397.368866, 178.593750, -136.054688, 27.064732
378.565369, 164.619141, -157.675781, 60.825893
393.969360, 172.089844, -135.966797, 111.049110
Fillin, 71.982422, 22.587891, 0.000000
255.549179, 116.367188, 17.226563, 22.321428
Fillin, 144.140625, 24.697266, 41.573662
229.880844, 87.802734, -2.900391, 70.033485
332.264923, 153.017578, 126.123047, 14.229911
323.574677, 136.054688, 126.650391, 18.136160
270.041077, 124.541016, 36.562500, 24.553572
346.914886, 152.578125, 154.423828, 66.685265
349.893829, 155.566406, 157.060547, 51.618305
344.086639, 146.074219, 155.566406, 82.868301
338.660736, 149.589844, 141.679688, 87.053574
297.779877, 118.212891, 95.449219, 5.022321
279.080536, 112.939453, 65.302734, 17.857143
368.119385, 150.380859, -163.212891, 21.484375
387.562347, -174.462891, -161.630859, 21.484375
377.840820, 176.308594, -170.771484, 36.551338
359.037262, 155.214844, 174.726563, 50.781250
349.847595, 149.326172, 163.125000, 50.223213
346.025757, 148.623047, 156.621094, 73.939735
Fillin, -127.089844, -96.416016, 169.084824
286.970337, 132.187500, 60.996094, 13.392858
296.007294, 145.107422, 65.302734, 23.995535
321.130554, 136.933594, 121.025391, 39.341518
331.945496, 137.900391, 140.625000, 64.453125
349.523956, 158.378906, 153.544922, 53.292412
347.087799, 141.679688, 165.585938, 68.080360
348.517090, 162.158203, 147.919922, 18.973215
315.287048, 132.187500, 114.697266, 33.203125
354.612640, 155.478516, 166.113281, 41.852680
384.084198, 175.253906, -157.851563, 65.569199
364.811005, 165.673828, 175.166016, 66.685265
370.647583, 170.156250, -178.242188, 85.379463
Fillin, 111.445313, 105.205078, 13.392858
Fillin, -150.205078, 165.849609, 22.879465
362.100128, 160.839844, 174.902344, 25.669643
Fillin, 125.947266, 161.718750, 32.087055
362.919067, 158.642578, 178.681641, 38.504463
272.005707, 107.841797, 56.865234, 26.227678
291.777161, 129.287109, 73.037109, 50.781250
319.235352, 139.746094, 114.697266, 52.455357
324.716370, 145.371094, 119.443359, 69.196426
308.082916, 140.449219, 92.812500, 78.125000
340.520233, 153.105469, 141.679688, 93.470985
316.977295, 143.525391, 106.611328, 122.767860
Fillin, 174.199219, 136.494141, 143.694199
294.009216, 129.550781, 76.904297, 160.714279
Fillin, 173.671875, 107.314453, 20.647322
Fillin, 132.978516, 173.232422, 16.741072
Fillin, -169.980469, 153.281250, 44.084820
320.590637, 146.601563, 110.302734, 92.354912
Fillin, 163.476563, 95.097656, 80.357140
302.955292, 135.615234, 87.890625, 8.370536
279.661194, 116.191406, 63.105469, 12.276786
275.415588, 105.732422, 65.478516, 21.484375
317.934509, 155.830078, 96.152344, 22.042410
316.120697, 137.109375, 111.445313, 52.455357
361.103699, 160.576172, 173.320313, 64.732140
332.257507, 134.472656, 144.667969, 75.892860
363.988953, 177.187500, 162.158203, 85.937500
337.721100, 156.181641, 133.330078, 112.165176
Fillin, -175.605469, 172.441406, 146.205353
347.252472, 154.248047, 153.281250, 175.502228
305.355438, 141.855469, 86.132813, 5.580357
282.967133, 113.994141, 71.630859, 19.252232
348.059418, 153.544922, 155.566406, 30.691965
355.447449, 173.320313, 149.853516, 35.993305
354.748169, 141.855469, 179.912109, 39.620537
349.993652, 164.882813, 147.919922, 46.595982
Fillin, 174.726563, 86.923828, 15.625000
328.262878, 135.000000, 136.494141, 25.669643
357.482056, 169.277344, 157.675781, 44.921875
336.602936, 149.238281, 138.164063, 49.944195
329.167053, 138.691406, 134.560547, 68.638390
324.957977, 132.978516, 132.275391, 83.426338
Fillin, -169.101563, -174.375000, 89.843750
371.995758, 175.781250, 178.681641, 107.142860
370.594299, 161.015625, -169.189453, 29.854910
370.629486, 163.652344, -171.738281, 46.037945
365.488251, 157.851563, -175.781250, 61.383930
356.106415, 164.970703, 159.345703, 79.799110
381.906586, 175.253906, -161.982422, 83.426338
Fillin, 16.523438, -66.972656, 0.000000
Fillin, -162.421875, -149.765625, 28.459822
381.603546, -175.693359, -171.650391, 35.714287
Fillin, 104.062500, 152.226563, 59.151787
Fillin, -143.701172, -139.570313, 71.986610
325.102814, 159.873047, 105.644531, 14.787947
367.423584, 163.652344, -177.890625, 17.578125
361.931702, 154.863281, -179.472656, 25.390625
Fillin, -156.972656, -148.271484, 8.649553
275.402222, 123.925781, 47.373047, 12.276786
293.283234, 123.134766, 82.089844, 16.183035
396.710175, 169.716797, -128.408203, 45.758930
304.321198, 125.332031, 100.722656, 8.928572
392.824768, -176.220703, -149.853516, 40.736607
Fillin, -119.091797, -103.623047, 61.383930
338.727448, 151.699219, 139.746094, 72.823662
224.765366, 104.238281, -29.267578, 0.000000
Fillin, -178.242188, 164.091797, 21.484375
342.397919, 155.917969, 142.470703, 39.062500
335.409546, 132.275391, 152.841797, 43.526787
Fillin, 101.865234, 76.289063, 0.000000
355.360962, 146.337891, 176.572266, 11.439733
391.285431, -175.429688, -153.632813, 80.915176
309.676819, 145.019531, 91.318359, 17.299107
372.262634, 170.859375, -175.869141, 33.482143
378.013245, 154.335938, -148.447266, 40.736607
342.606934, 132.363281, 166.376953, 25.669643
Fillin, -168.486328, 126.562500, 29.296875
368.980988, 161.542969, -172.792969, 31.250000
369.451447, 171.035156, 178.681641, 31.808035
350.799591, 141.152344, 173.144531, 37.667412
371.300171, 163.564453, -170.419922, 52.734375
350.402771, 138.339844, 175.166016, 81.473213
282.477448, 128.496094, 56.162109, 15.345983
333.825806, 154.687500, 127.441406, 22.321428
341.892792, 152.138672, 145.283203, 29.296875
352.550110, 145.283203, 172.353516, 38.783482
377.213226, 176.044922, -171.650391, 49.107143
257.452850, 102.568359, 34.541016, 20.647322
268.277283, 121.552734, 36.210938, 53.571430
Fillin, 155.302734, 45.351563, 93.750000
308.689819, 148.007813, 86.396484, 15.904017
367.832397, 157.587891, -171.035156, 53.013393
Fillin, -166.904297, -169.277344, 65.290176
294.842010, 113.027344, 95.097656, 15.345983
Fillin, 82.001953, 75.849609, 0.000000
330.701996, 159.697266, 116.542969, 18.973215
333.201935, 140.800781, 140.097656, 38.504463
359.962524, 164.619141, 167.080078, 41.852680
369.670319, 165.058594, -174.990234, 59.709820
371.489777, 172.792969, -179.296875, 72.823662
402.501770, -173.496094, -134.208984, 99.888390
Fillin, -152.314453, -144.228516, 114.397324
312.768433, 149.765625, 92.373047, 30.133928
316.676086, 147.656250, 101.953125, 28.180803
337.013916, 157.236328, 130.957031, 37.667412
335.422821, 156.796875, 128.320313, 44.921875
308.593689, 126.826172, 107.402344, 59.430805
303.125336, 128.759766, 95.097656, 81.752235
360.210449, 165.410156, 166.728516, 92.354912
315.897034, 139.130859, 108.896484, 114.676338
340.291901, 154.072266, 140.273438, 141.183029
331.542999, 130.957031, 146.777344, 145.089279
331.066742, 130.693359, 146.162109, 159.877228
292.831146, 117.861328, 86.484375, 12.834822
333.591248, 161.015625, 120.585938, 27.901785
331.710236, 160.839844, 117.158203, 36.272320
302.430573, 116.367188, 106.171875, 39.899555
342.795258, 145.898438, 153.193359, 53.013393
Fillin, -159.257813, 179.296875, 60.267857
301.390289, 136.933594, 83.583984, 20.368303
Fillin, 86.835938, 11.953125, 0.000000
Fillin, 59.765625, 61.875000, 236.886154
Fillin, 61.611328, 58.447266, 1.953125
247.946030, 98.437500, 20.742188, 7.533482
305.311462, 146.337891, 81.650391, 18.136160
298.191956, 123.750000, 90.703125, 23.437500
364.497131, 172.617188, 167.695313, 41.015625
345.641937, 154.160156, 150.380859, 59.151787
354.126678, 157.763672, 162.861328, 93.750000
264.507538, 106.875000, 43.681641, 19.810268
Fillin, 118.564453, -152.666016, 68.917412
273.650055, 125.771484, 42.099609, 3.627232
Fillin, 157.675781, 80.771484, 3.627232
Fillin, 82.177734, 65.039063, 10.044642
324.015472, 140.800781, 122.695313, 42.131695
328.110016, 160.400391, 110.830078, 56.082588
355.782562, 163.564453, 160.224609, 64.174110
344.725800, 160.839844, 141.943359, 80.357140
354.384949, 158.115234, 163.037109, 116.629463
306.390686, 123.222656, 106.787109, 111.886162
290.719482, 118.125000, 82.177734, 31.250000
Fillin, -174.814453, 118.388672, 58.314732
325.113403, 137.812500, 127.792969, 61.941963
Fillin, -156.445313, -177.890625, 85.658485
318.300049, 145.810547, 106.875000, 89.564735
379.307983, 161.894531, -153.544922, 157.087051
379.726227, 163.125000, -154.072266, 162.667404
274.555206, 113.115234, 56.601563, 23.716518
252.908157, 96.416016, 32.167969, 31.808035
Fillin, -154.160156, 160.400391, 0.000000
276.325134, 120.849609, 52.207031, 13.392858
263.746704, 130.957031, 18.105469, 22.600447
329.915100, 153.369141, 121.289063, 40.736607
307.391174, 126.210938, 105.732422, 53.850445
328.738617, 137.460938, 135.000000, 48.270088
343.458466, 151.875000, 148.535156, 80.357140
328.816895, 140.449219, 132.187500, 100.167412
345.990112, 147.744141, 157.412109, 114.955360
329.064606, 141.240234, 131.835938, 128.348221
Fillin, -173.583984, 171.210938, 171.037949
Fillin, 165.849609, 86.748047, 7.812500
363.892456, 143.437500, -164.267578, 0.000000
296.642334, 139.746094, 71.806641, 13.950892
333.089417, 158.818359, 121.992188, 42.131695
346.718140, 151.347656, 155.214844, 56.082588
382.171875, 174.990234, -161.191406, 69.754463
360.827118, 171.210938, 162.158203, 86.774551
338.915558, 142.558594, 149.238281, 79.520088
330.460449, 131.132813, 144.580078, 102.120537
338.955841, 154.775391, 137.021484, 148.716522
295.153168, 125.859375, 82.880859, 20.368303
300.089233, 132.714844, 85.341797, 37.946430
336.711029, 163.212891, 124.365234, 53.571430
305.169220, 117.597656, 110.126953, 74.218750
314.812744, 132.714844, 113.291016, 71.149551
345.704163, 152.929688, 151.699219, 78.125000
400.845276, 177.011719, -127.792969, 193.917404
286.075470, 130.429688, 61.083984, 9.486608
321.121338, 153.544922, 104.501953, 29.575893
335.431549, 139.394531, 145.722656, 40.457588
352.605774, 155.302734, 162.421875, 42.131695
Fillin, 175.341797, 134.736328, 59.709820
375.609283, 172.705078, -171.386719, 68.359375
Fillin, -176.835938, 174.814453, 117.745537
370.299561, 178.945313, 172.353516, 128.627228
341.005768, 152.138672, 143.613281, 136.997772
Fillin, 121.025391, 158.466797, 177.455353
284.939301, 132.187500, 57.128906, 0.000000
319.093628, 160.224609, 93.867188, 29.017857
323.041290, 135.175781, 126.474609, 56.640625
338.747284, 153.369141, 138.076172, 58.035713
346.014008, 155.654297, 149.589844, 81.752235
345.282288, 157.500000, 146.337891, 109.933037
324.778381, 137.021484, 127.880859, 159.040176
312.463745, 124.716797, 116.894531, 171.875000
299.224213, 122.167969, 94.218750, 37.946430
364.167175, 149.941406, -170.332031, 46.316963
Fillin, -179.648438, 156.533203, 37.667412
285.619843, 120.234375, 70.488281, 32.366070
284.419617, 110.039063, 78.222656, 31.808035
315.263947, 129.814453, 117.070313, 35.156250
300.179413, 121.464844, 96.855469, 42.689732
269.756866, 113.027344, 47.548828, 0.000000
Fillin, 158.291016, 82.265625, 10.881697
291.162231, 130.869141, 70.224609, 26.227678
326.489288, 153.281250, 114.873047, 29.575893
295.082733, 119.443359, 89.121094, 47.712055
289.146851, 112.939453, 84.375000, 46.595982
307.777618, 144.316406, 88.330078, 44.363838
312.831970, 138.955078, 103.271484, 78.683037
320.008667, 126.035156, 129.814453, 94.866074
347.680878, 170.947266, 137.373047, 121.930801
Fillin, 116.806641, 140.273438, 153.738846
Fillin, 99.843750, 53.349609, 12.555803
302.622589, 124.189453, 98.701172, 25.948660
279.097748, 129.638672, 48.603516, 30.691965
295.762268, 119.443359, 90.439453, 41.573662
338.132721, 166.376953, 123.925781, 34.598213
320.286804, 144.667969, 111.708984, 42.968750
318.928131, 136.318359, 117.509766, 51.618305
325.638794, 139.130859, 127.441406, 66.685265
337.211151, 153.457031, 135.087891, 70.870537
Fillin, -174.199219, 172.792969, 82.310265
Fillin, 115.751953, 114.960938, 133.649551
369.335999, 171.386719, 178.066406, 161.830353
254.064224, 111.884766, 18.808594, 25.111607
316.738953, 157.851563, 91.845703, 50.223213
309.470276, 132.099609, 103.798828, 59.151787
301.418976, 120.937500, 99.667969, 76.729912
341.445709, 141.328125, 155.214844, 114.955360
370.629791, 178.066406, 173.935547, 126.674110
Fillin, 111.533203, 136.582031, 171.316971
299.178711, 145.722656, 70.664063, 8.928572
258.562012, 130.517578, 8.789063, 20.647322
262.277283, 106.435547, 39.902344, 45.758930
269.044952, 117.246094, 41.923828, 27.064732
Fillin, 99.755859, 81.562500, 30.691965
309.641235, 140.888672, 95.273438, 23.437500
Fillin, -174.375000, 166.904297, 0.000000
316.261841, 148.886719, 99.931641, 54.966518
346.852295, 150.556641, 156.269531, 35.993305
339.695221, 149.326172, 143.876953, 42.410713
Fillin, -178.417969, 161.455078, 52.455357
329.060883, 142.207031, 130.869141, 63.895088
325.176270, 148.007813, 117.685547, 83.147324
279.179718, 111.796875, 66.621094, 28.459822
290.001251, 148.271484, 50.625000, 28.738840
298.684875, 125.683594, 89.736328, 34.040180
322.880615, 139.921875, 121.376953, 40.457588
365.891052, 172.617188, 170.332031, 55.803570
331.671417, 148.359375, 129.726563, 78.962051
Fillin, 103.623047, 105.996094, 107.979912
Fillin, 88.330078, 123.925781, 121.651787
319.609375, 136.318359, 118.828125, 32.924107
Fillin, 179.384766, 124.541016, 101.841515
278.888306, 123.046875, 54.843750, 21.205357
303.199677, 136.142578, 87.890625, 27.343750
296.046082, 139.570313, 70.839844, 37.667412
297.114655, 116.894531, 95.537109, 43.805805
323.969604, 149.501953, 113.906250, 49.665180
317.493988, 135.703125, 115.400391, 54.129463
315.806946, 141.328125, 106.611328, 73.381699
341.805176, 156.884766, 140.361328, 92.633926
330.457001, 162.773438, 112.939453, 100.167412
319.320374, 139.130859, 115.488281, 137.555801
314.366577, 136.933594, 108.193359, 180.524551
315.920471, 129.375000, 118.740234, 49.107143
350.027130, 151.259766, 161.630859, 55.245537
331.355988, 149.501953, 127.880859, 152.901779
273.562347, 118.828125, 48.955078, 14.229911
281.110321, 113.554688, 68.466797, 0.000000
Fillin, 66.533203, 16.259766, 0.000000
332.126831, 150.644531, 128.232422, 36.830357
312.859772, 137.109375, 105.205078, 46.875000
313.464325, 127.001953, 116.455078, 51.618305
319.948639, 131.923828, 123.837891, 67.243301
315.598450, 133.681641, 113.818359, 68.638390
348.110077, 162.597656, 146.601563, 90.680801
358.064575, 166.640625, 161.455078, 105.189735
331.432922, 132.802734, 144.755859, 158.482147
248.164612, 95.449219, 24.082031, 21.763393
311.055969, 143.701172, 95.185547, 27.622768
299.909119, 147.568359, 70.224609, 41.015625
315.402710, 139.306641, 107.841797, 46.316963
309.157593, 129.814453, 105.468750, 49.665180
315.150909, 135.263672, 111.357422, 55.803570
315.026947, 139.833984, 106.611328, 83.984375
303.975372, 118.212891, 107.226563, 88.727676
323.470764, 145.283203, 117.158203, 125.000000
342.228973, 153.193359, 144.843750, 127.232140
374.629425, 173.408203, -173.935547, 198.381699
Fillin, -25.751953, -58.623047, 191.685272
285.737732, 120.498047, 70.400391, 19.252232
298.399200, 122.255859, 92.548828, 3.069196
266.159363, 121.992188, 31.640625, 15.625000
267.834595, 117.861328, 39.023438, 22.879465
276.257965, 120.849609, 52.031250, 41.015625
289.647827, 123.222656, 75.058594, 41.015625
282.037720, 133.242188, 50.625000, 92.912949
Fillin, 91.230469, 43.505859, 131.417404
284.214081, 116.367188, 71.542969, 144.810272
300.500977, 134.472656, 84.287109, 169.642853
264.060883, 100.634766, 49.042969, 206.473221
Fillin, 52.558594, 48.779297, 232.142853
282.188629, 137.373047, 46.757813, 8.091517
280.510315, 120.146484, 60.820313, 24.553572
270.824371, 117.949219, 44.648438, 29.296875
265.063995, 106.962891, 44.648438, 36.830357
Fillin, 107.490234, 100.283203, 11.718750
Fillin, 120.761719, 162.509766, 0.279018
Fillin, -178.066406, 108.193359, 0.000000
317.607941, 143.173828, 108.105469, 71.707588
308.423248, 119.003906, 114.873047, 66.685265
333.837982, 143.437500, 138.691406, 97.098213
287.992371, 110.742188, 84.375000, 23.437500
313.030304, 147.656250, 94.921875, 29.296875
314.607452, 130.429688, 115.224609, 28.180803
Fillin, -179.648438, 106.787109, 26.785715
Fillin, 158.906250, 85.341797, 33.761162
318.410553, 150.468750, 102.392578, 33.482143
336.051666, 149.414063, 136.933594, 39.341518
Fillin, 94.921875, 71.630859, 45.758930
317.507263, 124.277344, 126.826172, 54.408482
321.803986, 148.183594, 111.093750, 54.966518
329.868774, 147.480469, 127.089844, 86.216515
327.761078, 156.533203, 114.169922, 86.774551
318.916138, 122.607422, 131.220703, 132.812500
Fillin, 98.085938, 104.238281, 158.203125
Fillin, 121.025391, 134.121094, 199.218750
327.679626, 159.697266, 110.742188, 15.345983
Fillin, 71.982422, 83.935547, 25.390625
278.781586, 140.361328, 37.265625, 9.765625
297.773102, 132.890625, 80.771484, 22.600447
356.070709, 167.431641, 156.884766, 51.060268
Fillin, -153.896484, -154.951172, 55.803570
368.753113, 161.367188, -173.056641, 63.337055
299.338348, 136.757813, 79.892578, 27.343750
282.151917, 124.101563, 59.941406, 36.551338
282.012970, 119.794922, 63.984375, 54.687500
286.731964, 130.429688, 62.314453, 82.310265
296.453125, 146.513672, 64.687500, 118.582588
297.024841, 130.517578, 81.738281, 120.256699
309.015594, 145.195313, 89.824219, 145.647324
Fillin, 87.363281, 45.439453, 208.426346
272.687561, 111.621094, 54.492188, 23.716518
Fillin, -170.771484, 179.736328, 37.667412
Fillin, 123.837891, 144.228516, 46.316963
348.893799, 157.675781, 153.017578, 42.131695
Fillin, 173.320313, 123.574219, 71.149551
337.498444, 154.687500, 134.384766, 90.401787
334.698090, 147.919922, 135.791016, 113.281250
329.507538, 148.798828, 125.156250, 150.948654
314.108856, 151.347656, 93.339844, 37.388393
340.132050, 156.708984, 137.373047, 24.553572
331.607330, 136.669922, 141.240234, 50.502232
332.885345, 153.281250, 127.001953, 46.595982
345.981628, 162.861328, 142.294922, 58.314732
336.814117, 154.951172, 132.802734, 73.939735
346.892761, 159.082031, 147.832031, 89.843750
361.732208, 164.443359, 170.595703, 126.395088
Fillin, 108.984375, 108.720703, 139.787949
251.544083, 108.896484, 17.050781, 13.392858
306.721252, 144.316406, 86.308594, 44.921875
307.834106, 146.953125, 85.869141, 42.689732
333.340698, 156.005859, 125.156250, 59.430805
314.510681, 130.078125, 115.400391, 112.165176
323.789581, 141.591797, 121.464844, 99.051338
354.404541, 161.367188, 159.785156, 166.573654
269.031677, 133.857422, 25.312500, 8.091517
Fillin, 94.833984, 48.427734, 21.484375
324.871429, 141.503906, 123.574219, 43.526787
336.433350, 140.185547, 146.865234, 50.502232
331.408600, 158.642578, 118.828125, 75.055801
335.660675, 164.179688, 121.464844, 137.555801
Fillin, 129.111328, 163.476563, 166.294647
Fillin, -137.109375, -87.978516, 187.779022
Fillin, 124.453125, 161.630859, 22.321428
Fillin, -150.556641, 117.333984, 38.225445
332.702484, 155.126953, 124.804688, 71.707588
302.274841, 139.394531, 82.880859, 5.301339
282.532928, 118.212891, 66.533203, 38.504463
322.165588, 137.812500, 122.167969, 43.805805
328.525146, 155.126953, 116.894531, 64.732140
333.230194, 147.480469, 133.505859, 91.517860
324.166229, 155.478516, 108.281250, 106.026787
Fillin, -150.380859, -166.552734, 115.234375
346.242981, 163.037109, 142.646484, 134.207596
Fillin, 124.365234, 145.546875, 159.040176
Fillin, 154.863281, 55.195313, 16.462053
297.915131, 125.156250, 88.769531, 25.390625
307.720551, 139.306641, 93.339844, 28.180803
324.735748, 159.257813, 105.556641, 40.178570
326.648651, 147.392578, 121.113281, 63.616070
299.630402, 124.804688, 92.373047, 78.962051
334.102386, 153.017578, 129.638672, 91.796875
333.966919, 153.105469, 129.287109, 112.723213
349.077545, 163.212891, 147.832031, 135.044647
376.331879, 177.890625, -175.166016, 142.857147
Fillin, -166.025391, -169.892578, 182.477676
281.812683, 135.615234, 47.812500, 5.301339
299.514465, 143.789063, 73.212891, 14.508928
Fillin, 89.648438, 53.261719, 23.437500
284.360168, 123.750000, 64.511719, 33.482143
319.511322, 142.031250, 112.939453, 44.642857
322.732513, 135.000000, 126.035156, 46.316963
331.253540, 161.894531, 115.312500, 44.921875
323.788696, 139.306641, 123.750000, 63.895088
355.637817, 159.960938, 163.476563, 93.191963
347.408508, 167.607422, 140.361328, 174.944199
273.132233, 125.156250, 41.835938, 15.904017
267.528015, 131.044922, 25.224609, 18.694197
303.558685, 138.515625, 86.220703, 30.691965
313.729156, 142.382813, 101.601563, 32.366070
310.646088, 130.429688, 107.666016, 44.642857
347.558624, 167.871094, 140.273438, 39.899555
302.533447, 144.140625, 78.574219, 40.736607
312.530548, 130.253906, 111.445313, 51.060268
309.578156, 136.582031, 99.492188, 70.033485
332.039856, 159.609375, 119.091797, 82.589287
322.057281, 144.052734, 115.751953, 108.537949
309.117798, 130.781250, 104.414063, 133.928574
Fillin, 107.841797, 112.060547, 164.620529
342.251343, 149.853516, 148.271484, 198.939728
305.141998, 144.580078, 83.144531, 24.832590
314.324158, 148.886719, 96.152344, 32.645088
307.965881, 132.802734, 100.283203, 34.877232
293.047119, 118.388672, 86.308594, 45.479912
321.012878, 132.275391, 125.507813, 43.805805
324.051361, 148.710938, 114.873047, 59.430805
334.765869, 140.976563, 142.910156, 67.243301
Fillin, -168.134766, -177.011719, 67.243301
377.225922, 170.947266, -166.640625, 125.279015
350.875153, 158.730469, 155.830078, 124.441963
Fillin, 108.193359, 125.068359, 175.781250
274.847870, 115.927734, 54.140625, 0.000000
Fillin, 149.677734, 50.361328, 4.464286
278.230133, 121.728516, 54.843750, 16.462053
Fillin, 170.507813, 77.783203, 41.294643
296.978729, 127.265625, 84.902344, 49.665180
315.922668, 142.207031, 105.908203, 41.573662
310.778717, 138.955078, 99.404297, 60.267857
291.237030, 115.048828, 86.220703, 73.102676
322.494629, 140.537109, 120.058594, 103.794640
363.054291, 177.714844, 159.873047, 125.837051
347.935486, 154.775391, 154.072266, 185.267853
269.141083, 119.267578, 40.078125, 6.138393
Fillin, 170.507813, 78.750000, 23.158482
287.071198, 121.113281, 72.246094, 30.412947
327.588959, 153.193359, 117.070313, 39.620537
322.744720, 145.107422, 115.927734, 33.203125
303.678741, 138.251953, 86.660156, 47.154018
300.321716, 130.341797, 88.154297, 51.618305
354.956238, 167.958984, 154.248047, 81.194199
349.372375, 149.677734, 161.982422, 96.819199
309.980652, 147.216797, 89.648438, 23.437500
297.451508, 136.582031, 76.464844, 44.363838
283.727386, 116.718750, 70.312500, 45.758930
Fillin, 178.681641, 129.375000, 34.877232
Fillin, 102.744141, 75.673828, 20.089285
272.561676, 123.837891, 42.011719, 13.950892
Fillin, 95.537109, 90.878906, 25.111607
313.612854, 144.492188, 99.228516, 37.946430
308.871185, 142.646484, 92.109375, 42.410713
326.701935, 148.623047, 119.970703, 63.058037
320.228058, 132.714844, 123.574219, 90.680801
303.491760, 120.937500, 103.623047, 106.305801
296.075378, 119.531250, 90.966797, 119.698662
319.828003, 131.132813, 124.365234, 140.066971
289.572113, 132.187500, 66.005859, 27.343750
313.277069, 137.900391, 105.205078, 34.040180
302.580780, 148.535156, 74.355469, 35.156250
330.513763, 161.982422, 113.818359, 36.551338
298.140167, 127.353516, 87.011719, 46.037945
322.920410, 149.062500, 112.324219, 56.640625
317.134125, 134.736328, 115.664063, 75.892860
330.413055, 155.742188, 119.882813, 89.843750
328.095398, 145.898438, 125.332031, 80.357140
316.975342, 133.505859, 116.630859, 106.026787
307.760406, 124.189453, 108.457031, 134.207596
309.993713, 123.925781, 112.939453, 143.694199
270.687225, 129.375000, 32.871094, 22.321428
267.177429, 110.917969, 44.736328, 28.459822
289.393372, 115.839844, 82.001953, 28.459822
272.846100, 111.796875, 54.580078, 42.689732
306.789276, 154.423828, 76.376953, 51.339287
290.179565, 134.648438, 64.599609, 71.428574
316.342133, 150.380859, 98.525391, 91.238838
299.061554, 121.992188, 94.130859, 127.511162
339.367432, 152.138672, 140.537109, 250.279022
270.767822, 114.082031, 48.427734, 18.694197
253.399887, 101.777344, 27.685547, 27.901785
Fillin, 179.384766, 69.082031, 31.808035
320.542908, 132.451172, 124.453125, 32.087055
Fillin, 104.677734, 93.427734, 40.457588
322.947113, 143.964844, 117.509766, 54.966518
352.635101, 164.267578, 153.544922, 67.522324
Fillin, -172.441406, 177.363281, 84.542412
Fillin, -162.070313, -160.664063, 105.468750
279.398010, 111.621094, 67.236328, 29.854910
297.267761, 149.501953, 63.193359, 29.575893
Fillin, 177.011719, 142.031250, 40.457588
276.631134, 128.935547, 44.648438, 22.321428
Fillin, 93.076172, 39.199219, 28.459822
282.566528, 118.037109, 66.884766, 30.970982
299.561218, 122.255859, 94.833984, 39.341518
298.766418, 128.759766, 86.835938, 64.174110
299.323975, 129.814453, 86.835938, 77.287949
331.579071, 148.623047, 129.199219, 83.426338
308.255127, 144.755859, 88.857422, 137.555801
Fillin, 174.990234, 109.599609, 162.388397
